,open,high,low,close,volume,symbol
2024-01-01 04:30:00,58009.82511949786,58698.02763184624,52201.95637357315,58698.806975562606,738.0409138575696,BTCUSDT
2024-01-01 04:35:00,57883.02447757051,58861.97758197147,54378.90739648488,56124.74763791401,463.3434561788785,BTCUSDT
2024-01-01 04:40:00,50081.99862048899,58792.41068162594,50704.61326250935,50414.19557697739,743.013791186443,BTCUSDT
2024-01-01 04:45:00,58206.31363046926,52294.70559922485,55039.18889297915,51850.897612290726,957.1344149582151,BTCUSDT
2024-01-01 04:50:00,58485.786074330084,50477.39944455029,51450.00004234555,59698.34849662574,782.2141102671109,BTCUSDT
2024-01-01 04:55:00,51712.257006341926,59215.8696970757,57723.3346639909,57973.96682064284,789.6395085268651,BTCUSDT
2024-01-01 05:00:00,53268.13882101953,58654.31907793728,53286.01170087904,59781.91728241362,327.9722822631434,BTCUSDT
2024-01-01 05:05:00,50884.401790723445,55709.996433228225,59083.40594533353,52370.777786024395,716.4904129462731,BTCUSDT
2024-01-01 05:10:00,59689.248249248696,51721.76161567542,52112.39950137306,54464.50513059093,783.1869991032468,BTCUSDT
2024-01-01 05:15:00,56414.31266546779,58098.370397030834,57873.13596843557,55655.558292500325,864.1478181451314,BTCUSDT
2024-01-01 05:20:00,55509.6261702626,52685.99418698977,50238.95350743457,58969.87667528343,229.0692568404849,BTCUSDT
2024-01-01 05:25:00,57845.78161348784,56558.53327890914,58151.49675306529,57780.7455532167,767.3161123795678,BTCUSDT
2024-01-01 05:30:00,54444.10905606952,51204.197511386104,50974.5992308509,58718.767361591184,809.002945744226,BTCUSDT
2024-01-01 05:35:00,58184.91387971803,50229.45858841397,55131.795860578735,58911.75655819982,775.6488324041732,BTCUSDT
2024-01-01 05:40:00,59924.93502698456,54997.62181451268,56574.38517587509,52503.51580148565,237.2031561557669,BTCUSDT
2024-01-01 05:45:00,54675.59235900341,50623.53028011112,50857.60308242514,53964.29923745902,867.8903574698652,BTCUSDT
2024-01-01 05:50:00,55528.45936811813,51023.54764656177,59329.64508363965,50006.479812052035,450.55334271086724,BTCUSDT
2024-01-01 05:55:00,55229.20990102571,57822.98644112351,55337.40521786028,56145.75569409796,295.650722903137,BTCUSDT
2024-01-01 06:00:00,56879.57517504649,53904.639382521505,57940.94069069685,51475.14997601052,245.84067158830936,BTCUSDT
2024-01-01 06:05:00,50519.898261773735,58475.80261716026,52621.269922644206,52637.00785369567,965.731504161097,BTCUSDT
2024-01-01 06:10:00,57052.456071573455,54278.97414123389,54551.31039186195,58024.41321558383,539.2696621882028,BTCUSDT
2024-01-01 06:15:00,58125.43960748204,59023.88942717895,57656.99343067302,53471.22973427335,287.95160308675094,BTCUSDT
2024-01-01 06:20:00,51643.48815752833,52112.23985770309,53073.368828384104,59002.93655369968,899.4860524697759,BTCUSDT
2024-01-01 06:25:00,58339.55467569783,57886.90841716765,50720.13952518915,53892.06512312126,341.512943871744,BTCUSDT
2024-01-01 06:30:00,59244.84670355684,53327.77525782825,53066.792717599536,57459.16523676479,306.24698186490673,BTCUSDT
2024-01-01 06:35:00,57940.05333365401,58165.76818164662,53343.414056343456,53753.000904784865,528.500221324433,BTCUSDT
2024-01-01 06:40:00,53130.59985790407,51416.044652962504,50633.232791707494,53819.80020610765,655.7275338999573,BTCUSDT
2024-01-01 06:45:00,54772.70750617982,56644.76971590152,56614.010027117314,54772.43165328609,531.4610573075794,BTCUSDT
2024-01-01 06:50:00,54915.94874779267,58543.90013073132,50890.00164728259,57028.88962765031,713.9552721874725,BTCUSDT
2024-01-01 06:55:00,50444.928373552226,52530.188325921656,52810.341049405375,52651.67838203324,690.841530089685,BTCUSDT
2024-01-01 07:00:00,55663.116410469505,59690.77043315907,50491.885329359495,52157.558995244864,671.3677418618648,BTCUSDT
2024-01-01 07:05:00,50653.907419305826,55158.85804522478,53069.59479662851,55949.21586289528,509.9391235700388,BTCUSDT
2024-01-01 07:10:00,59895.305057044454,50754.80535748979,56358.72995364734,50564.22620879869,105.08827132255398,BTCUSDT
2024-01-01 07:15:00,50441.076485067024,50464.63099596702,57906.83734743887,56678.71074157407,386.034539993985,BTCUSDT
2024-01-01 07:20:00,50908.3040449824,58411.6088552632,58434.275861741684,56953.04965481918,210.4094897965712,BTCUSDT
2024-01-01 07:25:00,58012.023730191366,58925.78378181261,54460.243116592945,56808.059436645264,475.132202438097,BTCUSDT
2024-01-01 07:30:00,51656.94068206237,50715.388933242735,54577.57744823849,52581.04512475284,717.8827587248949,BTCUSDT
2024-01-01 07:35:00,53350.80012692108,55064.858936793586,53692.924213078884,58720.0853170071,492.10249415757033,BTCUSDT
2024-01-01 07:40:00,51502.18309017204,52154.375961952406,56706.30269052905,56992.10997294733,152.24367859573684,BTCUSDT
2024-01-01 07:45:00,50658.59880116925,58027.381163783146,53191.39962091293,50669.08223867101,279.00899232084413,BTCUSDT
2024-01-01 07:50:00,57996.04090406645,56355.42317397719,59763.71544161942,51356.44662888472,946.1157291333392,BTCUSDT
2024-01-01 07:55:00,50320.51281276926,53078.37912629284,58673.53347285227,58391.28001146355,286.6794954127027,BTCUSDT
2024-01-01 08:00:00,59612.01330295899,58620.229616622455,50503.32834894372,54187.487114730306,993.8401449959144,BTCUSDT
2024-01-01 08:05:00,57930.839497010435,54545.18988878231,50857.16810672124,52613.732828981934,737.6454420280503,BTCUSDT
2024-01-01 08:10:00,53917.9530621634,59720.68232073597,55014.0347910278,52267.844191645156,519.3326578506908,BTCUSDT
2024-01-01 08:15:00,57692.96098513434,51025.55988951976,56342.25497454754,51860.833733193715,235.65407397544647,BTCUSDT
2024-01-01 08:20:00,54451.6162799068,51066.70281628245,52892.60612097545,56885.95253254092,663.9612696667713,BTCUSDT
2024-01-01 08:25:00,54040.49893785343,55925.99067876743,57532.59640571579,59063.45792041625,547.0316289206921,BTCUSDT
2024-01-01 08:30:00,55677.85108586882,52768.50193506349,53190.515517293315,58972.995582173724,361.35590320280573,BTCUSDT
2024-01-01 08:35:00,52422.640479472306,59976.93253120733,56337.00458429796,59004.593502431104,224.88528182191092,BTCUSDT
2024-01-01 08:40:00,59337.7894039163,53527.19645354572,51946.18324045027,58151.115979242095,373.2623522853821,BTCUSDT
2024-01-01 08:45:00,53814.65554725875,57002.84852122691,52928.926499127476,58523.17710254431,699.2783978936604,BTCUSDT
2024-01-01 08:50:00,58977.53280470204,51060.35299144065,58500.60387555019,58017.667330468204,121.47732766483537,BTCUSDT
2024-01-01 08:55:00,56686.738363797456,51928.57665170441,57774.76713907655,52930.22084023216,649.6260274489595,BTCUSDT
2024-01-01 09:00:00,56080.11299663436,50605.60718610384,51489.36957180908,52524.62038620883,261.03129489868394,BTCUSDT
2024-01-01 09:05:00,52717.4078423144,56231.210786623225,56429.76048159101,56923.4800814305,514.5216383933442,BTCUSDT
2024-01-01 09:10:00,55432.093024172704,50277.792084670895,52006.40146553823,52537.65907595728,436.22600020951336,BTCUSDT
2024-01-01 09:15:00,54750.66169482403,56218.826348346214,50682.0021366073,50089.854178982445,575.2629946648279,BTCUSDT
2024-01-01 09:20:00,55869.57922753365,59655.41249423203,57345.1459783186,53755.82459629053,151.16551932412378,BTCUSDT
2024-01-01 09:25:00,54938.63706223653,50874.82840051811,54148.66781649883,51742.40460790993,361.03468192417546,BTCUSDT
2024-01-01 09:30:00,56372.83274187699,54962.862545331845,50919.2318016815,52936.75724224231,207.38126966850726,BTCUSDT
2024-01-01 09:35:00,58692.99401728476,51375.47409253371,56330.33810831235,56657.13000731361,433.7343087793612,BTCUSDT
2024-01-01 09:40:00,51999.87141245885,52125.70225510674,54735.79117878526,50213.654398412655,435.2405925137795,BTCUSDT
2024-01-01 09:45:00,54110.26106945104,55674.41662659599,55250.872879226714,59560.33793984941,982.9713781235984,BTCUSDT
2024-01-01 09:50:00,50163.61467223787,52313.40933885947,52879.56030085531,56105.02815308686,272.42327246236187,BTCUSDT
2024-01-01 09:55:00,59506.18795297821,57845.2122178534,52150.87121037097,58031.8744017359,973.299174699797,BTCUSDT
2024-01-01 10:00:00,53514.80822859944,58221.99820763108,51560.55054297862,58888.73212429506,615.3411160411608,BTCUSDT
2024-01-01 10:05:00,59752.08365451414,56720.546346106814,52200.16681967607,50135.28119551581,985.7636081298812,BTCUSDT
2024-01-01 10:10:00,56988.45270201759,59636.67126157819,53577.19094510886,54465.33319539972,401.6901444834445,BTCUSDT
2024-01-01 10:15:00,59214.84304009795,51570.88707322422,50119.4927470112,56339.31001836665,185.02456165191055,BTCUSDT
2024-01-01 10:20:00,57914.78005531208,51919.61816072375,52625.9628716913,50441.63656232289,567.0335139386297,BTCUSDT
2024-01-01 10:25:00,53342.688759972494,53451.32765114777,56705.564215680795,58598.44546182107,273.415388526704,BTCUSDT
2024-01-01 10:30:00,55334.69904941121,58023.95047134063,59728.64420149232,54925.451456772185,994.2026691604262,BTCUSDT
2024-01-01 10:35:00,54596.734464978246,53454.38382297524,57555.45443588802,51900.9555630223,498.24006161863,BTCUSDT
2024-01-01 10:40:00,58093.57966032264,58394.055813641804,54119.88683556833,52633.78223751549,591.4847046429805,BTCUSDT
2024-01-01 10:45:00,52961.462014386285,56931.68545241313,50731.70477548091,52560.98266791973,490.317879789057,BTCUSDT
2024-01-01 10:50:00,56539.7610252524,57587.049452132174,58331.62973116705,57947.82975068124,321.42242715155646,BTCUSDT
2024-01-01 10:55:00,56556.547664800586,55279.77916924416,56230.941151828134,55771.69823246977,970.5282207455055,BTCUSDT
2024-01-01 11:00:00,59325.659989652144,59945.60318417043,59989.73847491583,53744.996840861364,473.7007432726296,BTCUSDT
2024-01-01 11:05:00,53011.44407675344,52828.87460540299,56787.932640260144,58844.94661889469,931.2319415390031,BTCUSDT
2024-01-01 11:10:00,59158.23281877645,52612.26933953367,55461.18852544229,52677.8960200829,774.9191700610016,BTCUSDT
2024-01-01 11:15:00,51405.74674908491,59361.24613206146,51484.612812362546,58677.752235672946,580.458792802114,BTCUSDT
2024-01-01 11:20:00,52896.32467087766,54630.228239410026,59811.076937251346,51382.68303611959,465.86062437912483,BTCUSDT
2024-01-01 11:25:00,59454.240091347354,55479.313653915764,52843.048335362844,52474.04173260875,381.72545270143553,BTCUSDT
2024-01-01 11:30:00,54944.18336815464,50775.065869554826,59949.52771121383,50769.04803091756,756.384864686451,BTCUSDT
2024-01-01 11:35:00,53309.97715892707,57854.2176192242,56794.594734208426,53891.4506770657,899.1271388038335,BTCUSDT
2024-01-01 11:40:00,56061.73261308408,57556.7944408229,57804.66482099756,52381.68879559588,648.9880294104512,BTCUSDT
2024-01-01 11:45:00,56055.41696241473,55817.44420503992,51721.251459988714,51528.262303085954,212.62758914754298,BTCUSDT
2024-01-01 11:50:00,59322.145976863365,50141.79206117662,58744.646700075624,57587.6418405934,833.000934198649,BTCUSDT
2024-01-01 11:55:00,59934.62939600021,53235.71718140781,56621.8435940269,55243.937224698115,406.5266094520031,BTCUSDT
2024-01-01 12:00:00,58443.032386306826,59003.664265525935,51564.86743739716,56472.22224568597,895.8729273489179,BTCUSDT
2024-01-01 12:05:00,57572.341007162024,51112.363168106385,54481.458089448875,58608.47272174522,640.7875198071968,BTCUSDT
2024-01-01 12:10:00,58391.07022988303,54538.080511462234,57801.28351683031,51494.97801069225,456.82230092095125,BTCUSDT
2024-01-01 12:15:00,56338.00437280386,54368.36866915481,57629.08572960761,51106.26324508186,153.5714068545051,BTCUSDT
2024-01-01 12:20:00,52640.6648565133,50636.73369218533,57830.64568990804,56865.694576635746,884.9540977670371,BTCUSDT
2024-01-01 12:25:00,59890.438979353494,53918.37274533688,55627.40172054626,56977.365930264066,492.63765875862896,BTCUSDT
2024-01-01 12:30:00,57349.18280973589,50206.63878056416,58608.970468147745,52475.576515176064,902.9473835006996,BTCUSDT
2024-01-01 12:35:00,58906.836828564126,58583.2698576197,52134.65541819776,59980.50900204881,163.3704642379311,BTCUSDT
2024-01-01 12:40:00,50496.732867620995,57668.06595530563,57429.54616452117,58904.98680992953,901.7961048214651,BTCUSDT
2024-01-01 12:45:00,54985.70542748827,57051.69637499723,56613.84146460361,55111.56414511995,953.4511211147161,BTCUSDT
2024-01-01 12:50:00,50484.304840577715,59779.26703520805,52175.96436048286,54834.400932682314,776.4911314851665,BTCUSDT
2024-01-01 12:55:00,54700.059179974975,56829.39714947658,57224.187554109805,58437.11405395658,151.59007729786805,BTCUSDT
2024-01-01 13:00:00,54776.61930880236,50658.86464686922,51765.87498953826,57290.99488319953,876.4393736195034,BTCUSDT
2024-01-01 13:05:00,51165.06873819737,58037.34485470669,57044.363962465955,50926.88197882294,967.2575784276038,BTCUSDT
2024-01-01 13:10:00,53768.2049771438,54902.034782225164,51501.85822359419,57993.70578346659,790.248110099419,BTCUSDT
2024-01-01 13:15:00,53333.49710021957,58284.7967161515,52626.31341908666,55462.40068259154,549.6410191435137,BTCUSDT
2024-01-01 13:20:00,57180.50135551485,55910.36915056094,50512.47759162648,58591.77395022572,986.3480693255143,BTCUSDT
2024-01-01 13:25:00,54369.927982747075,58904.80710195677,57834.95437828105,55293.24617790113,403.71641059043355,BTCUSDT
2024-01-01 13:30:00,58338.382578510806,58688.40128784141,56235.53519087244,52274.80152610795,848.7052978701906,BTCUSDT
2024-01-01 13:35:00,53612.41270954146,54845.68774640884,54981.1759508412,57341.25285614816,190.94586831017864,BTCUSDT
2024-01-01 13:40:00,58579.2455761977,50022.67365344864,53568.34803827234,53587.00933972258,378.336114744486,BTCUSDT
2024-01-01 13:45:00,55818.85910481062,51556.26827730764,56313.7579542285,50762.42218518276,787.524904567217,BTCUSDT
2024-01-01 13:50:00,52509.31964351213,57209.83081760634,50062.41800087604,51340.949297225896,867.3305141320142,BTCUSDT
2024-01-01 13:55:00,59914.564562421474,55377.16647702221,56235.35542122572,53586.74112829267,268.3922022549724,BTCUSDT
2024-01-01 14:00:00,54333.424017535675,55162.85463666046,50869.83449377095,59509.60833555677,705.6272874553181,BTCUSDT
2024-01-01 14:05:00,55088.21622975233,51603.600648829626,55501.09633015186,58988.581418447866,576.4424186701201,BTCUSDT
2024-01-01 14:10:00,52625.335542171844,53786.96066545356,52018.97561194355,55422.632902440986,342.7422877174216,BTCUSDT
2024-01-01 14:15:00,52638.33273478843,54039.498905205364,53343.78519061947,54707.87629309939,445.7955310751096,BTCUSDT
2024-01-01 14:20:00,50763.98329088619,58349.417074022844,52549.12530979636,57409.65137353725,807.7569098643263,BTCUSDT
2024-01-01 14:25:00,59761.385697261234,53515.86154261616,51163.42137707195,57103.604547351795,421.4414204600249,BTCUSDT
2024-01-01 14:30:00,52880.527496922696,52548.62601157646,56919.61685364406,57256.72198290614,526.3074607846046,BTCUSDT
2024-01-01 14:35:00,54334.07782418081,52224.9522281896,51768.319884991884,55957.35847500144,765.2178275378254,BTCUSDT
2024-01-01 14:40:00,58499.64029509239,52329.87149626898,53731.028295141106,53974.61268752827,305.233703236405,BTCUSDT
2024-01-01 14:45:00,53018.8832421159,52120.75604916586,56689.428409539876,51932.75810005866,637.3173718308867,BTCUSDT
2024-01-01 14:50:00,55359.58673637053,59402.97437169904,54652.649301709134,50294.56230233044,216.04520736799353,BTCUSDT
2024-01-01 14:55:00,58987.662456475024,58306.105178792386,56298.435457830674,53099.30076685336,628.750184692447,BTCUSDT
2024-01-01 15:00:00,56828.45176342558,57750.99994238309,57237.26407282345,57785.59479037587,837.277957180339,BTCUSDT
2024-01-01 15:05:00,57115.67882159518,53753.6505922606,57370.16219547817,52748.51897797736,973.033888998114,BTCUSDT
2024-01-01 15:10:00,56007.93154587465,52720.3602075274,53805.612168718864,53355.72118261774,162.35360171000565,BTCUSDT
2024-01-01 15:15:00,58457.75622791066,55701.57396552345,53203.59593733438,55027.748763693846,706.5333002606427,BTCUSDT
2024-01-01 15:20:00,54314.780201871006,59130.662444399306,57961.8587414128,59101.37125095607,854.4765251128634,BTCUSDT
2024-01-01 15:25:00,54466.40932330767,54741.127880652566,57972.71349465553,50606.53398864491,970.2264601317871,BTCUSDT
2024-01-01 15:30:00,56984.907191856706,53296.74636592125,54075.608706989944,56820.483094770214,706.20677436553,BTCUSDT
2024-01-01 15:35:00,59199.65771678525,59520.781161412124,54969.599003832205,57506.305947618865,961.3050969635296,BTCUSDT
2024-01-01 15:40:00,54493.88064246354,50389.70071762629,53046.04913346323,59119.81720436706,766.3087724793136,BTCUSDT
2024-01-01 15:45:00,55251.82260935732,56703.95969166963,55662.900422385,54040.65072281217,712.9280905783684,BTCUSDT
2024-01-01 15:50:00,50226.806262197686,59070.79815638063,50644.93839133313,55835.80888197996,174.8402992900866,BTCUSDT
2024-01-01 15:55:00,51695.95968899159,52684.21414107142,51931.60954945957,54345.542227361184,790.878153628487,BTCUSDT
2024-01-01 16:00:00,57615.155060177254,53027.23623734182,55823.463954903884,52361.446674242114,467.88542092536,BTCUSDT
2024-01-01 16:05:00,57700.90369311817,58944.85487362322,56078.06654562703,51938.809694168376,168.1714315568655,BTCUSDT
2024-01-01 16:10:00,52315.212343900945,50134.30173668013,56146.99194908462,57666.02150463601,981.7862889392441,BTCUSDT
2024-01-01 16:15:00,53095.847219678464,56538.75131234161,52218.07956830595,50715.43317623325,274.3231525657213,BTCUSDT
2024-01-01 16:20:00,56656.36139265357,58380.86750568678,55728.85448476935,51194.42276220755,212.61908692589967,BTCUSDT
2024-01-01 16:25:00,52589.60634234013,57564.27068572904,53378.959945446884,52664.83704728183,398.0460254414052,BTCUSDT
2024-01-01 16:30:00,57299.15419150097,54010.878157723855,54755.93023570096,57322.6195919781,311.2788558872338,BTCUSDT
2024-01-01 16:35:00,52313.53122629268,52540.863533888325,54569.54821640362,58564.991284228956,571.4682205457742,BTCUSDT
2024-01-01 16:40:00,57136.490550196104,59753.76606944487,52755.83893425276,59806.94143849918,557.3070757489762,BTCUSDT
2024-01-01 16:45:00,53328.59778319863,54202.69705064072,53706.63581545636,57356.76043119972,889.4675148285546,BTCUSDT
2024-01-01 16:50:00,52288.41890938485,58207.806698250126,55278.37339397897,55578.7482043722,995.0946146311778,BTCUSDT
2024-01-01 16:55:00,50181.69851083472,51973.34702859815,52770.708149573016,56926.15606283696,859.0287598772601,BTCUSDT
2024-01-01 17:00:00,54846.54823475314,59631.31975724326,59064.279204410675,53210.43670243838,433.7139351552244,BTCUSDT
2024-01-01 17:05:00,56374.6957702776,57435.28482512391,59455.54606633256,58547.73011621825,284.4092579961151,BTCUSDT
2024-01-01 17:10:00,52659.14423348987,55071.7013106708,50584.74964567339,52386.708331079775,579.503561010212,BTCUSDT
2024-01-01 17:15:00,54380.1042898056,50076.94899527025,52136.37523802517,53214.32783569552,322.49532932734036,BTCUSDT
2024-01-01 17:20:00,58253.80040787578,52565.173838902316,53005.83346499139,57375.23057255054,550.0350162387113,BTCUSDT
2024-01-01 17:25:00,53821.74565748174,53989.16726246635,52931.57241085475,54404.715095595035,346.78777759498456,BTCUSDT
2024-01-01 17:30:00,52048.54137828939,59482.585984732825,54536.49736791109,53326.28772392247,661.4887878872976,BTCUSDT
2024-01-01 17:35:00,56313.2166561793,53269.778878897014,51861.1185364236,53370.4260544471,752.1830840311219,BTCUSDT
2024-01-01 17:40:00,59613.16484715404,59387.17137433939,54548.55974640197,53411.19678763326,896.3123863949249,BTCUSDT
2024-01-01 17:45:00,53744.027529605424,55022.69691664308,58184.8059177516,51243.96242618772,379.3416151403201,BTCUSDT
2024-01-01 17:50:00,52582.49625756066,55354.57187264953,50071.15007539328,57111.96933940646,639.51642975212,BTCUSDT
2024-01-01 17:55:00,54735.35264980765,56509.34561517029,57178.67114057251,58896.98148493434,205.72005232116385,BTCUSDT
2024-01-01 18:00:00,55338.07905989836,54193.09827957846,51344.29203540544,58092.6262861084,520.6512759675544,BTCUSDT
2024-01-01 18:05:00,55369.629060363855,52191.83925694938,56787.44912900631,55311.643890611085,831.0837284115453,BTCUSDT
2024-01-01 18:10:00,50162.53008273045,59132.69020507305,58177.23822113931,50885.373564004156,767.2764981700398,BTCUSDT
2024-01-01 18:15:00,50727.46476659613,57968.0325594434,59777.355923420146,50014.123613154385,699.3474964750067,BTCUSDT
2024-01-01 18:20:00,56441.6614764301,56501.76203708108,50242.62943555415,55719.17994523183,237.5339352178293,BTCUSDT
2024-01-01 18:25:00,55943.19563940984,53730.794276621724,58188.42611677975,51699.116693377386,181.683322368578,BTCUSDT
2024-01-01 18:30:00,59517.09790136446,54357.89930740424,54252.63459144992,58082.41425630092,804.1018178908081,BTCUSDT
2024-01-01 18:35:00,56857.49965743861,54734.83993101593,54806.123775276996,53701.954594791954,675.4458978140541,BTCUSDT
2024-01-01 18:40:00,53037.77185978231,51187.382549920134,50013.191394528054,59321.128080478615,642.3129061257097,BTCUSDT
2024-01-01 18:45:00,55148.201206397134,56369.19753920795,55369.631386167326,52070.900329993085,222.02835442108395,BTCUSDT
2024-01-01 18:50:00,52586.47024012073,55242.65597109946,50610.960742733376,52203.5380828166,479.0036452654001,BTCUSDT
2024-01-01 18:55:00,54126.33371777949,53501.636394181645,52744.075184555506,53830.93563037125,590.88871875341,BTCUSDT
2024-01-01 19:00:00,55393.6739780851,50274.998689100794,57003.852450868086,55461.142453960856,257.648009010224,BTCUSDT
